,User-ID,BookID,Book-Rating
403,23768,tumbling,9
410,23768,anessentialguidetochoosingyourtropicalfreshwaterfishtankmastersseries,10
417,23768,thepeopleschronologyayearbyyearrecordofhumaneventsfromprehistorytothepresentahenryholtreferencebook,8
427,23768,blackgirllost,6
433,23768,fridakahlo,9
434,23768,101perfectchocolatechipcookies,10
449,28523,hamlet,10
450,28523,myantonia,10
455,28523,filthyrich,7
472,28523,thesearchforsignsofintelligentlifeintheuniverse,10
494,28523,thecompletejugglerallthestepsfrombeginnertoprofessional,10
499,56157,breakfastofchampions,5
500,56157,marietteinecstasy,8
501,56157,therun,7
504,56157,thehuntforredoctober,9
509,56157,theviewfromnowheretheonlybarguideyoulleverwantorneed,10
512,77480,1sttodieanovel,8
515,77480,bythelightofthemoon,9
516,77480,sphere,8
517,77480,thelostworld,8
520,77480,oisforoutlaw,8
523,77480,jitterbugperfume,10
525,77480,mydreamofyou,7
526,77480,mrx,7
527,77480,whenthewindblows,7
528,77480,theoverseer,7
530,77480,thechaneysvilleincidentanovel,7
531,77480,blackout,7
532,77480,marymary,6
534,77480,theedge,8
535,77480,ghoststory,8
539,77480,thegoldenone,8
541,77480,foreverinyourembrace,7
545,77480,thesurvivor,7
546,77480,thesurvivor,7
548,77480,merlinsharp,8
554,77940,forgiving,8
562,77940,affair,8
580,77940,openseason,10
604,77940,deception,8
644,77940,tocatchanheiress,10
687,77940,merelythegroomberkleysensation,7
699,81977,saintmaybe,6
703,81977,stonesfromtheriver,8
712,81977,thesubtleknifehisdarkmaterialsbook2,10
713,81977,enchantment,6
714,81977,cruelmiracles,7
726,81977,autobiographyofaface,8
728,81977,dontletsgotothedogstonightanafricanchildhood,8
732,81977,nothingisimpossiblereflectionsonanewlife,6
734,81977,fences,9
735,81977,theandromedastrain,8
740,81977,ashortcourseinphotographyanintroductiontoblackandwhitephotographictechnique,7
742,81977,thekinofataarewaitingforyou,9
744,81977,mysticalmagicalmarvelousworldofdreams,5
747,98391,crossroadsoftwilightthewheeloftimebook10,9
748,98391,cityofbones,8
749,98391,warriorclass,9
750,98391,mortalprey,9
751,98391,retreathell,5
752,98391,daddyslittlegirl,9
753,98391,mountvernonlovestoryanovelofgeorgeandmarthawashington,9
754,98391,onawickeddawncynsternovels,8
755,98391,thecharacterofrainanovel,9
756,98391,bythelightofthemoon,8
757,98391,dirtywork,10
758,98391,thedragonrebornbookthreeofthewheeloftime,8
759,98391,theconspiracyclub,10
760,98391,thelastjuror,10
761,98391,theplayboy,8
762,98391,thewomannextdoor,9
763,98391,thefirstbillion,8
764,98391,longtimenosee,8
765,98391,thejury,10
766,98391,flashback,9
767,98391,lastmanstanding,8
768,98391,darkhorse,9
769,98391,mybigfakegreencardweddingharlequinamericanromance987,8
770,98391,thepenwythcurse,9
771,98391,thesurgeon,9
772,98391,trueblue,8
773,98391,eden,9
774,98391,bliss,8
775,98391,backwhenweweregrownupsanovel,9
777,98391,hush,9
778,98391,contact,8
779,98391,nightwatch,9
780,98391,oldflames,9
781,98391,thegingerbreadman,9
782,98391,thefuturescrolls,10
783,98391,finalstand,8
784,98391,shadowmancer,9
785,98391,littlegirllost,8
786,98391,outofthisworld,9
787,98391,whispersonthewindfuturisticromance,9
788,98391,herhighnessmywife,8
789,98391,stealingheaven,8
790,98391,teafortwo,9
791,98391,scroogeworespurs,8
792,98391,theloveknot,9
793,98391,fifthdaughter,8
794,98391,theitalian,9
795,98391,thequeensnecklace,9
796,98391,windwalker,8
797,98391,dressyourfamilyincorduroyanddenim,10
798,98391,thehusbandtest,9
799,98391,awomansliberationachoiceoffuturesbyandaboutwomen,9
800,98391,kushielschosenkushielslegacy,8
801,98391,seductionindeath,9
802,98391,flightlessons,8
803,98391,blessedarethecheesemakers,9
804,98391,girlcookanovel,9
805,98391,weddingparty,8
806,98391,dreamislandmedievaltrilogy,8
807,98391,timeandchance,9
808,98391,sweetnothings,8
809,98391,thesecrethour,8
810,98391,strangebuttrue,10
811,98391,whatmemoriesremain,10
812,98391,psiloveyou,10
813,98391,adeathinvienna,9
815,98391,twiceburnedmiraromanticsuspense,8
816,98391,whendarknessfalls,10
817,98391,haunted,10
818,98391,visionsofsugarplums,9
819,98391,thickerthanwater,10
820,98391,thickerthanwater,10
821,98391,allheeverwanted,8
822,98391,portraitofakillerjacktherippercaseclosed,9
823,98391,sayyouremine,8
824,98391,offthechartanovel,9
825,98391,fearitselfafearlessjonesnovel,9
826,98391,samsletterstojennifer,9
827,98391,samsletterstojennifer,9
828,98391,oddthomas,10
829,98391,firstdegree,9
830,98391,truenorth,8
831,98391,educatingcarolinesonnetbooks,9
832,98391,apromisingmanandabouttimetoo,8
833,98391,theboynextdoor,8
834,98391,easy,9
835,98391,phantomfeast,8
836,98391,iflookscouldkill,8
837,98391,theessential55anawardwinningeducatorsrulesfordiscoveringthesuccessfulstudentineverychild,10
838,98391,cabin,8
839,98391,meetmeatmidnight,8
840,98391,thepursuitofalicethrift,8
841,98391,outofsight,8
842,98391,brighteyescoulterfamilyseries,10
843,98391,therealdeal,8
844,98391,mistressofthepearlthepearlbook3,10
845,98391,onawildnightcynsternovels,8
846,98391,thebridehunt,9
847,98391,thebeachcomber,10
848,98391,thedimsumofallthings,9
849,98391,betme,10
851,98391,takemetakemewithyouanovelofsuspense,9
852,98391,retribution,9
853,98391,blackwater,10
854,98391,blackwater,10
855,98391,possessions,10
856,98391,redangel,10
857,98391,shetlandsummer,8
858,98391,thefalls,8
859,98391,thetemptation,5
860,98391,fantasticvoyagemicrocosm,8
861,98391,threefates,9
862,98391,darwinschildren,8
863,98391,kisslonelygoodbye,8
864,98391,recordtime,8
865,98391,justdesserts,9
866,98391,thencomesmarriage,9
867,98391,oohlala,9
868,98391,hotshot,8
869,98391,thepaidcompanion,10
870,98391,killthecompetition,5
871,98391,ithinkiloveyou,8
872,98391,openseason,9
873,98391,totrustastranger,7
874,98391,frenchtwist,5
875,98391,cantstoplovingyouzebraromanticsuspense,9
876,98391,nightmoves,8
877,98391,theupandcomer,9
878,98391,lordofthemist,8
879,98391,theladyandtheunicorn,10
880,98391,thecourseofempire,10
881,98391,whenhewaswickedbridgertonfamilyseries,8
882,98391,obsession,10
883,98391,abandonsonnetbooks,9
884,98391,maisiedobbs,9
885,98391,arena,9
886,98391,verticalburn,8
887,98391,lordjohnandtheprivatematter,9
888,98391,forthefirsttime,10
889,98391,yourwickedways,10
890,98391,thecatwhotalkedturkey,10
891,98391,undone,10
892,98391,shadylady,10
893,98391,whiskerofevilbrownritamae,5
894,98391,realmofshadows,8
895,98391,finaltarget,10
896,98391,saywhenanovel,8
897,98391,thefeastofrosesanovel,5
898,98391,unforgettable,10
899,98391,onanightlikethis,10
900,98391,midnightbayou,9
901,98391,lightinshadow,9
902,98391,hurricanebay,8
903,98391,fanningtheflame,8
904,98391,blackmaps,9
905,98391,whispers,9
906,98391,lordofthedarksun,8
907,98391,agentsandadepts,9
908,98391,improperenglish,8
909,98391,tapestry,9
910,98391,sandstorm,10
911,98391,journeyintothevoidsovereignstonetrilogybook3,10
912,98391,strawmanshammock,9
913,98391,summermoon,9
914,98391,thehole,8
915,98391,thenightingalessong,9
916,98391,headoverheels,8
917,98391,tellnoone,10
918,98391,themusicofthespheres,8
919,98391,redrabbit,8
920,98391,finaljustice,9
921,98391,patternrecognition,9
922,98391,sunshine,10
923,98391,theloner,8
924,98391,streetdreams,10
925,98391,deadringer,8
926,98391,hideandseek,8
927,98391,thegreatbabycaper,8
928,98391,fromboardwalkwithlove,8
929,98391,theheartqueen,9
930,98391,summerlight,9
931,98391,deadaim,9
932,98391,someonetowatchovermeanovel,9
933,98391,moneymoneymoneyanovelofthe87thprecinct,9
934,98391,lighthousecove,8
935,98391,secretways,9
936,98391,thickerthanwater,9
937,98391,thickerthanwater,9
938,98391,motiontokill,9
939,98391,overtheedge,9
940,98391,outofcontrol,8
941,98391,whatshedoesntknowzebraromanticsuspense,8
942,98391,darkofthemoon,10
943,98391,theharbor,8
944,98391,downbytheriver,8
945,98391,foxriver,9
946,98391,halfwaytoheaven,9
947,98391,enchantedafternoon,8
948,98391,darkwatermiraromanticsuspense,9
949,98391,thevisitorsbook,8
950,98391,thebloodremembers,9
951,98391,loveinblooms,8
952,98391,loveundercover,8
953,98391,thewidow,9
954,98391,bitterroot,9
955,98391,thegospelofjudasanovel,9
956,98391,donoharm,9
957,98391,thelegend,8
958,98391,lordsofthewhitecastle,9
959,98391,warningsigns,9
960,98391,nogravesasyetanovelofworldwari,9
961,98391,changinghabits,9
962,98391,somekindofwonderful,5
963,98391,blueskies,10
964,98391,intothefire,8
965,98391,sugarskullanevediamondnovelevediamondnovels,9
966,98391,silentpartner,8
967,98391,starwitness,10
968,98391,thejudgment,9
969,98391,thelegacy,8
970,98391,thecorsetdiaries,9
971,98391,amantocallmyownanovel,10
972,98391,completelysmitten,8
973,98391,thefigtreemurderamamurzaptmysterymamurzaptmysteries,10
974,98391,housecorrinodunehousetrilogybook3,8
975,98391,theoath,8
976,98391,libertyajakegraftonnovel,8
977,98391,thesentinel,8
978,98391,theawakening,5
979,98391,misconception,9
980,98391,thegoodwifestrikesback,9
981,98391,lost,10
982,98391,lost,10
983,98391,comesummer,10
984,98391,onefinedayinthemiddleofthenight,5
985,98391,meninkilts,10
986,98391,thelovingdaylights,9
987,98391,safeharbor,8
988,98391,coyoteanovelofinterstellarexploration,9
989,98391,illbewatchingyou,10
990,98391,sweethushanovel,8
991,98391,wildandwickedharlequinblazeno87,8
992,98391,thereturn,9
993,98391,astrangersdesire,8
994,98391,ghostriders,10
995,98391,scentofdanger,8
996,98391,intheblinkofaneye,9
997,98391,midnightsun,10
998,98391,morethanyouknow,9
999,98391,lettinggo,9
1000,98391,lovingjessie,8
1001,98391,intheblood,8
1002,98391,kentuckysunrise,8
1003,98391,closerthanshethinkszebrabook,9
1004,98391,achristmasjourney,9
1005,98391,deathsdoor,9
1006,98391,thewellstone,9
1007,98391,thereturn,8
1009,98391,thetexanswager,8
1010,98391,nowornever,9
1011,98391,atthecornerofloveandheartache,8
1012,98391,flinch,9
1013,98391,theotherwoman,8
1014,98391,violetsareblue,8
1016,98391,theborderhostage,9
1017,98391,parallellies,9
1018,98391,betweenfriends,9
1019,98391,thebridalveil,9
1020,98391,thenightcaller,8
1021,98391,missingmonday,10
1022,98391,swearbythemoon,8
1023,98391,threenights,8
1024,98391,thepuzzlebarktree,8
1025,98391,aliciassongtimeswept,8
1026,98391,mercymercyme,10
1027,98391,howtomeetcuteboys,10
1028,98391,thelovewife,10
1029,98391,theperilsofpaella,5
1030,98391,breakingandentering,9
1031,98391,agameofspies,9
1032,98391,juryofone,10
1033,98391,thesecretagent,8
1034,98391,theeyeofnight,9
1035,98391,thegoldenone,8
1036,98391,spellboundsummer,8
1037,98391,positivelyfifthstreetmurdererscheetahsandbinionsworldseriesofpoker,9
1038,98391,conspiracy,10
1039,98391,onenightofscandal,10
1040,98391,nobodyknows,8
1041,98391,breakingapartamemoirofdivorce,9
1042,98391,badboybrawlybrownaneasyrawlinsmystery,9
1043,98391,redthunder,9
1044,98391,theheartbreaker,8
1045,98391,wisdomofthebones,9
1046,98391,fatwhitevampireblues,10
1047,98391,twistedthecollectedstoriesofjefferydeaver,9
1048,98391,batmanriseofsintzu,10
1049,98391,thebridemaker,8
1050,98391,deeperthandesire,9
1051,98391,flirtingwithdisaster,10
1052,98391,fairplay,9
1053,98391,amber,9
1054,98391,riverofeden,9
1055,98391,hollywoodwivesthenewgeneration,9
1056,98391,thecaptainofallpleasures,10
1057,98391,awillofherown,9
1058,98391,secondchances,5
1059,98391,thestoneflowergardenanovel,8
1060,98391,angelface,9
1061,98391,thefifthvictim,9
1062,98391,thatsummer,9
1063,98391,absolutezero,10
1064,98391,lordofthesilent,9
1065,98391,conflictofinterestanovel,9
1066,98391,thecurseoftreasureisland,8
1067,98391,hissyfit,8
1068,98391,youvegotaholdonme,8
1069,98391,hotpink,8
1070,98391,midnightangel,10
1071,98391,gentlemancaller,8
1072,98391,wildething,9
1073,98391,almostagentleman,10
1074,98391,thebooksellersdaughter,8
1075,98391,nightswimming,9
1076,98391,nightswimming,9
1077,98391,desertheat,10
1078,98391,spellbound,8
1079,98391,chapelnoiranovelofsuspensefeaturingsherlockholmesireneadlerandjacktheripper,9
1080,98391,grace,9
1081,98391,itsalovethang,8
1082,98391,dyingtoplease,9
1083,98391,onceinalifetimearabesque,9
1084,98391,heartofalion,9
1085,98391,priestessofavalon,10
1086,98391,priestessofavalon,10
1087,98391,odetoabanker,9
1088,98391,trustme,8
1089,98391,highstakes,8
1090,98391,aphroditessecret,8
1091,98391,wild,8
1092,98391,theverydaringduchesssonnetbooks,9
1093,98391,ecstasy,8
1094,98391,theonethatgotawayanemmapricemysteryemmapricemysteries,9
1095,98391,deadwrong,10
1096,98391,momentoftruth,9
1097,98391,avengingangel,8
1098,98391,thefireinside,8
1099,98391,diplomaticimmunity,8
1100,98391,lilithsdreamataleofthevampirelife,9
1101,98391,idobutidont,8
1102,98391,mesmerized,10
1103,98391,thebreakingpoint,9
1104,98391,anythingyousaycanandwillbeusedagainstyoustories,9
1105,98391,sacredtimeanovelhegiursula,10
1106,98391,mastersofmidnight,9
1107,98391,midnightembrace,8
1108,98391,daybyday,8
1109,98391,nomercy,9
1110,98391,shockingbehavior,8
1111,98391,badseedanalexberniermystery,9
1112,98391,spiritwarrior,9
1113,98391,partinggifts,9
1114,98391,intothefire,10
1115,98391,mercy,9
1116,98391,crownjewelanovel,8
1117,98391,shattered,10
1118,98391,prescribeddangerdrrhealynchnovels,8
1119,98391,theicemaidenanovelbrittmonteromysteries,9
1120,98391,thevisitor,9
1121,98391,empressorchid,8
1122,98391,asecretwordanovel,9
1123,98391,hendersonsspearanovel,9
1124,98391,pointdeception,8
1125,98391,comethenight,8
1126,98391,skinnydip,10
1127,98391,dancewithme,10
1128,98391,theexperiment,9
1129,98391,witness,8
1130,98391,stilllake,8
1131,98391,einsteinneverusedflashcardshowourchildrenreallylearnandwhytheyneedtoplaymoreandmemorizeless,10
1132,98391,myfavoritemistake,10
1133,98391,ifigettofivewhatchildrencanteachusaboutcourageandcharacter,9
1134,98391,thegrassmemorial,7
1135,98391,plumgirl,9
1136,98391,sixeasypieceseasyrawlinsstories,9
1137,98391,theboytoyharlequinblazeno79,9
1138,98391,devilinakilt,9
1139,98391,theonlyone,9
1140,98391,theforgeofmars,9
1141,98391,theedgeofdoom,9
1142,98391,aftertwilight,9
1143,98391,thehearing,9
1144,98391,stolenyears,9
1145,98391,themagdalen,9
1146,98391,thejaguarknightsachronicleofthekingsbladesduncandave,10
1147,98391,thewizardhuntersbookoneofthefallofilerienthefallofilerienbk1,10
1148,98391,closetohomeanovelofsuspense,9
1149,98391,bloodonthetongueacrimenovel,9
1150,98391,onceuponarose,9
1151,98391,adillyofadeath,10
1152,98391,mysecretprotector,9
1153,98391,conspiracy,9
1154,98391,amandabrighthome,9
1155,98391,firesofthefaithful,9
1156,98391,wager,8
1157,98391,savingsouls,9
1158,98391,fifthlifeofthecatwoman,9
1160,98391,deadrun,9
1161,98391,deathofastranger,9
1162,98391,winterfire,9
1163,98391,secretsoftheheart,8
1164,98391,headgames,9
1165,98391,theconfusionthebaroquecyclevol2,10
1166,98391,kissthebridesonnetbooks,8
1167,98391,judgmentcallsamystery,10
1168,98391,tidewater,8
1169,98391,hatecrimebernhardtwilliam,9
1170,98391,chancemeeting,8
1171,98391,firstclasskilling,10
1172,98391,fatolliesbookanovelofthe87thprecinct,9
1173,98391,deadlygames,10
1174,98391,whatagirlwants,9
1175,98391,thefalloflight,8
1176,98391,wolfskin,9
1177,98391,ungratefuldaughtersthestuartprincesseswhostoletheirfatherscrown,8
1178,98391,trustfundbabies,8
1180,98391,slowburn,10
1181,98391,theedgeofheaven,8
1182,98391,gabrielsfate,9
1183,98391,badmoonrising,8
1184,98391,howtolassoacowboy,9
1185,98391,gettinglucky,9
1186,98391,thefrasersclay,10
1187,98391,renegademoonhalfmoonranch,8
1188,98391,moonracer,10
1189,98391,astolentime,8
1190,98391,behindthemask,8
1191,98391,contactimminent,10
1192,98391,thebreathtakertodayshowbookclub19,10
1193,98391,weddingoftheyearsonnetbooks,8
1194,98391,staircaseofathousandsteps,8
1195,98391,vortexone,9
1196,98391,fantasy,8
1197,98391,atasteofbloodwine,9
1198,98391,mirandabluecalling,10
1199,98391,evolution,8
1200,98391,ruledbritannia,9
1201,98391,shoutdownthemoon,9
1202,98391,herebemonsters,9
1203,98391,hereandnow,9
1204,98391,hometowngirl,8
1205,98391,playdead,10
1206,98391,daughterofdestinysistersofthearkbombshell,9
1207,98391,somethingmighthappenanovel,5
1208,98391,labyrinthanovel,9
1209,98391,afaintcoldfear,9
1210,98391,theremustbemorethanthisfindingmorelifeloveandmeaningbyovercomingyoursoftaddictions,8
1211,98391,deadringer,8
1212,98391,awholelottalove,10
1213,98391,tuckerpeak,9
1214,98391,thecellinsidethe911plotandwhythefbiandciafailedtostopit,10
1215,98391,blood,9
1216,98391,jarkaruushighdruidofshannarabook1,9
1217,98391,simplyirresistible,9
1218,98391,digdeepformurdermanorhousemysteries,9
1219,98391,cabinfever,10
1220,98391,callofthemoon,9
1221,98391,theanalyst,8
1222,98391,finaljustice,9
1223,98391,thegoldenleopard,8
1224,98391,firstlanding,10
1225,98391,thedevilsbed,9
1226,98391,aproperaffairsonnetbooks,9
1227,98391,obsession,9
1228,98391,theblessingstone,10
1229,98391,accesstopower,9
1230,98391,theheartbreaker,10
1231,98391,talldarkanddaringtemptation897,8
1232,98391,oldenoughtoknowbetter,10
1233,98391,charmingtheprince,8
1234,98391,just4playharlequinblazeno82,9
1235,98391,onceanoutlaw,9
1236,98391,aftermidnight,9
1237,98391,dominion,8
1238,98391,dryes,8
1239,98391,theknight,9
1240,98391,thecharmstone,9
1241,98391,thehusbandhuntsonnetbooks,9
1242,98391,absolutelycaptivated,8
1243,98391,thelasttimeisawparis,9
1244,98391,timeseyeatimeodysseybook1,10
1245,98391,goodmorningkiller,5
1246,98391,ablindeyeanovelfordgm,8
1247,98391,gatekeeper,10
1248,98391,thesniperswife,9
1249,98391,outoftheblue,9
1250,98391,thewoodennickelanovel,9
1251,98391,deadend,9
1252,98391,fataltruth,9
1253,98391,callwaitinganovel,5
1254,98391,everymoveyoumake,9
1255,98391,nevertell,9
1256,98391,theawakening,10
1257,98391,neverforget,9
1258,98391,thezenithangle,8
1259,98391,doohickeyanovel,9
1260,98391,themutantfiles,9
1261,98391,kissingyourex,10
1262,98391,manformaggiemooremontanamatchmakersharlequintemptationno858,9
1263,98391,thecolonel,9
1264,98391,thesouvenircountessberkleysensation,5
1265,98391,scandal,8
1266,98391,thedevilyouknow,9
1267,98391,shewholaughslast,8
1268,98391,singularitysky,10
1269,98391,thegrenadilloboxanovel,8
1270,98391,timeaftertime,9
1271,98391,stealingthebrideavonromantictreasure,10
1272,98391,merelythegroomberkleysensation,9
1273,98391,themothersdaygarden,9
1274,98391,standbyyourmananovel,9
1275,98391,alwaysalady,8
1276,98391,dangerous,9
1277,98391,brazen,8
1278,98391,inadarkhousecrombiedeborah,9
1279,98391,wildatheart,8
1280,98391,thedeltasisters,10
1281,98391,dieinplainsightanovelofsuspenselowellelizabeth,8
1282,98391,twentysevenbones,10
1283,98391,foolforlove,9
1284,98391,idkillforthat,10
1285,98391,outofreach,10
1286,98391,fallenidols,8
1287,98391,shadowsonthecoastofmaineanantiqueprintmystery,9
1288,98391,black,10
1289,98391,diplomaticimmunity,9
1290,98391,thedreamthiefsdaughterataleofthealbino,9
1291,98391,angelofdestruction,9
1292,98391,akisstoremember,9
1293,98391,dontcryformehotpastramiarubytherabbiswifemysteryrubytherabbiswifemysteries,8
1294,98391,younevercantell,9
1295,98391,facingfear,10
1296,98391,murderbydesignarickdominomystery,9
1297,98391,smokeandshadows,10
1298,98391,thephantomlimbsoftherollowsisters,8
1299,98391,oxygen,9
1300,98391,theplutoniumblondedawbookcollectors,8
1301,98391,thewebsterchronicle,9
1302,98391,destiny,5
1303,98391,turbulence,9
1304,98391,runningscared,8
1305,98391,thechocolateship,9
1306,98391,alliwantisforever,8
1307,98391,wildthorn,9
1308,98391,alieninabottle,9
1309,98391,allmenarerogues,9
1310,98391,fatalflaw,9
1311,98391,yoursuntildawn,10
1312,98391,bro,10
1313,98391,thekillclauseanovel,8
1316,98391,hearnoevilgrippandojames,9
1317,98391,thereturnoftheearl,8
1318,98391,lordoflight,10
1319,98391,trollfell,10
1320,98391,sinceyoureleavinganywaytakeoutthetrash,10
1321,98391,tamingtessa,8
1322,98391,theassistantsanovel,10
1323,98391,snowwalker,10
1324,98391,apersonalmatter,10
1325,98391,heartofnight,9
1326,98391,sacrifice,10
1327,98391,ashesofaries,9
1328,98391,thewatchmen,9
1329,98391,compulsion,9
1330,98391,dotrytospeakaswedothediaryofanamericanaupair,9
1331,98391,thegirlinthefaceoftheclock,8
1332,98391,themasksofauntielaveauagilandclairehuntmysterygilandclairehuntmysteries,9
1333,98391,drmortimerandthealdgatemystery,8
1334,98391,theriddleoftheshipwreckedspinster,9
1335,98391,ariskworthtaking,9
1336,98391,thejudgmentofcaesaranovelofancientrome,9
1337,98391,amistofprophecies,9
1338,98391,betterthaniknowmyself,10
1339,98391,redhook,9
1340,98391,thelastkingromesgreatestenemy,10
1341,98391,waitingforlindsay,8
1342,98391,facedownbeforerebelhooves,9
1343,98391,catchingwaterinanet,9
1344,98391,aplacecalledtrinity,8
1345,98391,eastofthearchajoekeoughmystery,9
1346,98391,skeletonsinpurplesage,9
1347,98391,killerwavesalewiscolemysterylewiscolemysteries,8
1348,98391,thecatwhowasntadog,9
1349,98391,exposure,9
1350,98391,scarecrow,10
1351,98391,hayburneragailmccarthymystery,9
1352,98391,thelastgondolaamysteryofvenice,8
1353,98391,amendmentoflifeamystery,9
1354,98391,buckfeverablancocountytexasnovel,9
1355,98391,prodigalfatherafatherdowlingmysteryfatherdowlingmysteries,8
1356,98391,widowofjerusalemamedievalmystery,9
1357,98391,windycitydyingamartimacalistermystery,9
1358,98391,thelostarmyofcambyses,8
1359,98391,insheepsclothing,5
1360,98391,thedesertermurderatgettysburg,9
1361,98391,theconfession,9
1362,98391,brilliant,10
1363,98391,priceless,10
1364,98391,warstory,9
1365,98391,arestlessevilamitchellandmarkbymystery,9
1366,98391,thebrightsilverstarabergerandmitrymysterybergerandmitrymystery3,5
1367,98391,ananimateddeathinburbankadetectivesandracameronmysterydetectivesandracameronmysteries,9
1368,98391,thedesperateremedyhenrygreshamandthegunpowderplotanovel,7
1369,98391,shakedownbeachamystery,9
1370,98391,invitationtoprovence,10
1371,98391,thefelinefriendshipajackcalebandjohnthinnesmystery,9
1372,98391,betrayed,9
1373,98391,wintersendalexrourke1,10
1374,98391,paybackamystery,9
1375,98391,theeyeoftheabyssfranzschmidt1,10
1376,98391,thedeathyoudeserveanovel,9
1377,98391,whatswrongwithdorfmananovel,10
1378,98391,poweronherownamystery,5
1379,98391,mysisterjillanovel,9
1380,98391,sameasitneverwasanovel,9
1381,98391,thewintermantle,9
1382,98391,thepostpregnancyhandbooktheonlybookthattellswhatthefirstyearafterchildbirthisreallyallaboutphysicallyemotionallysexually,8
1383,98391,divasinc,8
1384,98391,inthekingdomofthefairiesamemoirofamagicalsummerandaremarkablefriendship,9
1385,98391,highlandfling,8
1386,98391,shamrockgreen,8
1387,98391,deathatthedoorsherifflarkswensonanddetectivelaceysmith2,9
1388,98391,thebadboyswife,9
1389,98391,thesistahoodofshopaholics,5
1390,98391,perfectlove,9
1391,98391,alovesomethinganovel,9
1392,98391,singledout,10
1393,98391,blitz,10
1394,98391,thechildrenshour,10
1395,98391,thechildrenshour,10
1396,98391,darknessfalls,10
1397,98391,breathe,9
1398,98391,patenttokill,10
1399,98391,sirensong,7
1400,98391,abandoninplace,8
1401,98391,forloveandglory,9
1402,98391,threshold,10
1403,98391,memory,10
1404,98391,snowfallthesnowfalltrilogybook1,9
1405,98391,poppingthequestion,8
1406,98391,whatagirlwants,9
1408,98391,andthencameyousamsstory,8
1409,98391,littlescarletaneasyrawlinsmystery,9
1410,98391,streetboys,8
1411,98391,eureka,9
1412,98391,heartandsoul,9
1413,98391,manifoldorigin,9
1414,98391,thedragoncharmer,9
1415,98391,thebestalternatehistorystoriesofthe20thcentury,9
1416,98391,100onenightreadsabookloversguide,9
1417,98391,thealchemist,9
1418,98391,criticalconditionamedicalthriller,8
1419,98391,thephotograph,10
1420,98391,noplacelikehome,9
1421,98391,finalround,8
1422,98391,princeofdreamsataleoftristanandessylte,9
1423,98391,returnengagementsettlingaccountstrilogybook1,10
1424,98391,heartofthehunter,10
1425,98391,cottonwood,9
1426,98391,suddenlysexy,8
1427,98391,sinfullysexy,8
1428,98391,rift,10
